,lien_http,note,Nb_votes,Nb_carnets,Titre,Temps,Niveau,eco,nb_part,ingrédients,recettes,recettes_nettoyees,cal_recette,cal_par_portion,tps_course_affichage,tps_marche_affichage,tps_velo_affichage,tps_course_min,tps_marche_min,tps_velo_min
339,https://www.marmiton.org/recettes/recette_buche-de-noel-praline-chocolat-de-mon-arriere-grand-mere_51719.aspx,4.7,144.0,13000.0,Buche de Noël Praliné-Chocolat de mon Arrière-Grand-Mère,4h10,Niveau moyen,Coût moyen,8.0,"['100 g de sucre en poudre', '4 oeufs', '100 g de farine tamisée', '1 sachet de levure', '30 g de beurre', 'Beurre pour la plaque et le marbre', '250 g de sucre poudre', '100 g de noisettes grillées', ""4 jaunes d'oeuf"", '1 cuillère à café de farine de maïs', '25 cl de lait', '200 g de beurre de qualité pour la crème au beurre( type fermier)', '60 g de chocolat']","{'sucre': [100.0, 'g'], 'oeuf': [4.0, 'unite'], 'farine': [100.0, 'g'], 'beurre': [30.0, 'g'], 'beurre2': [200.0, 'g'], 'sucre2': [250.0, 'g'], 'noisettes': [100.0, 'g'], 'oeuf2': [4.0, 'unite'], 'farine de maïs': [10.0, 'g'], 'lait': [250.0, 'g'], 'chocolat': [60.0, 'g']}","{'sucre': [100.0, 'g'], 'oeuf': [4.0, 'unite'], 'farine': [100.0, 'g'], 'beurre': [30.0, 'g'], 'beurre2': [200.0, 'g'], 'sucre2': [250.0, 'g'], 'noisettes': [100.0, 'g'], 'oeuf2': [4.0, 'unite'], 'farine de maïs': [10.0, 'g'], 'lait': [250.0, 'g'], 'chocolat': [60.0, 'g']}",5358.299999999999,669.7874999999999,1h14,3h43,2h13,74,223,133
340,https://www.marmiton.org/recettes/recette_galette-de-riz-au-fromage_312157.aspx,5.0,8.0,963.0,Galette de riz au fromage,20 min,facile,bon marché,4.0,"['400 g de riz cuit', '1 oeuf', '3 cuillères à soupe de farine', '1 cuillère à soupe de lait', '70 g de fromage type maroille, comté', '1/2 cuillère à café de cumin en poudre', '6 feuilles de menthe', '1 pincée de sel', '1 pincée de poivre', ""1 filet d'huile""]","{'oeuf': [1.0, 'unite'], 'farine': [3.0, 'unite'], 'lait': [10.0, 'g'], 'comté': [70.0, 'g'], 'cumin': [10.0, 'g'], 'menthe': [6.0, 'unite'], 'sel': [1, 'g'], 'poivre': [1, 'g']}","{'oeuf': [1.0, 'unite'], 'farine': [3.0, 'unite'], 'lait': [10.0, 'g'], 'comté': [70.0, 'g'], 'cumin': [10.0, 'g'], 'menthe': [6.0, 'unite'], 'sel': [1, 'g'], 'poivre': [1, 'g']}",1751.73,437.9325,48 min,2h25,1h27,48,145,87
341,https://www.marmiton.org/recettes/recette_bretalas-ou-bredele-de-noel-alsace_13200.aspx,3.8,9.0,967.0,Brétalas ou bredele de Noël (Alsace),2h20,facile,Coût moyen,4.0,"['125 g de beurre ramolli', ""1/2 oeuf (l'autre 1/2 servira à dorer les gâteaux)"", '125 g de sucre semoule', ""125 g d'amandes en poudre"", '250 g de farine', '1 cuillère à café rase de cannelle en poudre', '4 clous de girofle finement écrasés', 'Citron et son zeste râpé']","{'beurre': [125.0, 'g'], 'oeuf': [1, 'unite'], 'semoule': [125.0, 'g'], 'amandes': [125.0, 'g'], 'farine': [250.0, 'g'], 'cannelle en poudre': [10.0, 'g'], 'clous de girofle': [4.0, 'unite'], 'citron': [1, 'unite']}","{'beurre': [125.0, 'g'], 'oeuf': [1, 'unite'], 'semoule': [125.0, 'g'], 'amandes': [125.0, 'g'], 'farine': [250.0, 'g'], 'cannelle en poudre': [10.0, 'g'], 'clous de girofle': [4.0, 'unite'], 'citron': [1, 'unite']}",3118.1099999999997,779.5274999999999,1h26,4h19,2h35,86,259,155
342,https://www.marmiton.org/recettes/recette_cougnol_219092.aspx,0.0,0.0,185.0,Cougnol (spécialité belge de Noël),1h15,Niveau moyen,bon marché,8.0,"['1 kg de farine', '500 g de lait entier', '2 oeufs', '70 g de levure fraiche', '80 g de sucre en poudre', '15 g de sel', '200 g de beurre', 'g de sucre perlé ou 200g de raisins secs.']","{'farine': [1000.0, 'g'], 'lait entier': [500.0, 'g'], 'oeuf': [2.0, 'unite'], 'sucre': [80.0, 'g'], 'sel': [15.0, 'g'], 'beurre': [200.0, 'g'], 'raisins secs': [1, 'unite']}","{'farine': [1000.0, 'g'], 'lait entier': [500.0, 'g'], 'oeuf': [2.0, 'unite'], 'sucre': [80.0, 'g'], 'sel': [15.0, 'g'], 'beurre': [200.0, 'g'], 'raisins secs': [1, 'unite']}",6338.95,792.36875,1h28,4h24,2h38,88,264,158
343,https://www.marmiton.org/recettes/recette_patates-douces-farcies-vegetariennes-de-noel_349217.aspx,4.4,5.0,3200.0,Patates douces farcies végétariennes de Noël,1h46,facile,bon marché,4.0,"['2 patates douces ou 4 si elles sont petites', '70 g de noix', '70 g de tomme', 'Sel', 'Poivre', '10 marrons cuits', '4 champignons de Paris', ""2 gousses d'ail"", '4 cuillères à soupe de chapelure', '1 oignon', ""Huile d'olive"", '1 poireau', 'Sauge']","{'noix': [70.0, 'g'], 'sel': [1, 'unite'], 'poivre': [1, 'unite'], 'marron': [10.0, 'unite'], 'champignons': [4.0, 'unite'], 'ail': [2.0, 'unite'], 'oignon': [1.0, 'unite'], 'poireau': [1.0, 'unite'], 'sauge': [1, 'unite']}","{'noix': [70.0, 'g'], 'sel': [1, 'unite'], 'poivre': [1, 'unite'], 'marron': [10.0, 'unite'], 'champignons': [4.0, 'unite'], 'ail': [2.0, 'unite'], 'oignon': [1.0, 'unite'], 'poireau': [1.0, 'unite'], 'sauge': [1, 'unite']}",2672.106,668.0265,1h14,3h42,2h13,74,222,133
344,https://www.marmiton.org/recettes/recette_gratin-d-hiver-au-thym-et-au-beaufort_82320.aspx,4.6,5.0,1000.0,Gratin d'hiver au thym et au beaufort,1 h,facile,bon marché,4.0,"['12 pommes de terre moyennes pelées et coupées en deux', '60 g de beurre', '1 oignon haché', '2 ail hachés', '4 tranches de bacon hachées', '20 cl de crème liquide', '180 g de beaufort râpé', '60 g de parmesan', '60 g de chapelure', '2 cuillères à soupe de thym déshydraté']","{'pomme': [12.0, 'unite'], 'beurre': [60.0, 'g'], 'oignon': [1.0, 'unite'], 'ail': [2.0, 'unite'], 'bacon': [4.0, 'unite'], 'crème liquide': [200.0, 'g'], 'beaufort': [180.0, 'g'], 'parmesan': [60.0, 'g'], 'thym': [2.0, 'unite']}","{'pomme': [12.0, 'unite'], 'beurre': [60.0, 'g'], 'oignon': [1.0, 'unite'], 'ail': [2.0, 'unite'], 'bacon': [4.0, 'unite'], 'crème liquide': [200.0, 'g'], 'beaufort': [180.0, 'g'], 'parmesan': [60.0, 'g'], 'thym': [2.0, 'unite']}",3345.8199999999997,836.4549999999999,1h32,4h38,2h47,92,278,167
345,https://www.marmiton.org/recettes/recette_galette-des-rois-sans-lactose_342539.aspx,5.0,2.0,73.0,Galette des Rois sans lactose,1h05,très facile,bon marché,8.0,"['2 pâtes feuillettées sans beurre ni lait', '150 g de beurre 100% végétal', ""150 g de poudre d'amandes"", '150 g de sucre', '3 oeufs entiers', ""1 jaune d'oeuf"", ""2 cuillères à soupe d'amandes concassées""]","{'beurre': [2.0, 'unite'], 'beurre2': [150.0, 'g'], 'amandes': [150.0, 'g'], 'sucre': [150.0, 'g'], 'oeuf': [3.0, 'unite'], 'oeuf2': [1.0, 'unite'], 'amandes2': [2.0, 'unite']}","{'beurre': [2.0, 'unite'], 'beurre2': [150.0, 'g'], 'amandes': [150.0, 'g'], 'sucre': [150.0, 'g'], 'oeuf': [3.0, 'unite'], 'oeuf2': [1.0, 'unite'], 'amandes2': [2.0, 'unite']}",4062.76,507.845,56 min,2h49,1h41,56,169,101
346,https://www.marmiton.org/recettes/recette_galette-des-rois-pommes-noisette_85438.aspx,4.4,7.0,305.0,Galette des rois pommes-noisette,45 min,très facile,bon marché,6.0,"['80 g de beurre', '80 g de sucre', '80 g de poudre de noisette', ""1 cuillère à soupe d'amandes effilées"", '2 oeufs', '3 pommes', '2 pâtes feuilletées']","{'beurre': [80.0, 'g'], 'sucre': [80.0, 'g'], 'amandes': [10.0, 'g'], 'oeuf': [2.0, 'unite'], 'pomme': [3.0, 'unite'], 'pâtes feuilletées': [2.0, 'unite']}","{'beurre': [80.0, 'g'], 'sucre': [80.0, 'g'], 'amandes': [10.0, 'g'], 'oeuf': [2.0, 'unite'], 'pomme': [3.0, 'unite'], 'pâtes feuilletées': [2.0, 'unite']}",1957.74,326.29,36 min,1h48,1h5,36,108,65
347,https://www.marmiton.org/recettes/recette_verrine-ananas-galette-st-michel_221238.aspx,4.4,7.0,1100.0,Verrine ananas galette st michel,1h40,facile,bon marché,8.0,"['25 cl de lait', '25 g de farine', '25 g de sucre', '1 cuillère à café de vanille liquide', '1 oeuf entier + 1 jaune', ""160 g d'ananas en dés (frais ou sirop)"", '6 galettes (bretonnes) st Michel (dont 1 pour le décor)', 'Perles multicolores pour le décor']","{'lait': [250.0, 'g'], 'farine': [25.0, 'g'], 'sucre': [25.0, 'g'], 'café': [10.0, 'g'], 'oeuf': [1.0, 'unite'], 'ananas': [160.0, 'g'], 'galette': [6.0, 'unite']}","{'lait': [250.0, 'g'], 'farine': [25.0, 'g'], 'sucre': [25.0, 'g'], 'café': [10.0, 'g'], 'oeuf': [1.0, 'unite'], 'ananas': [160.0, 'g'], 'galette': [6.0, 'unite']}",1455.45,181.93125,20 min,1h0,36 min,20,60,36
348,https://www.marmiton.org/recettes/recette_alternative-a-la-buche-de-noel_42586.aspx,3.7,11.0,390.0,"Alternative à la ""bûche"" de Noël",1h30,facile,Coût moyen,10.0,"['1 grosse boîte de marrons au naturel"" (surtout pas de ""crème de marrons""!!)', '1/2 lait environ ( prévoir plus, au cas où...)', '150 g de sucre semoule', '200 g de chocolat (très) noir à patisserie.', '50 g de beurre', '1 cuillère à soupe de rhum', '1 moules à cake', '1 légumes']","{'marron': [1.0, 'unite'], 'lait': [1, 'unite'], 'semoule': [150.0, 'g'], 'chocolat': [200.0, 'g'], 'beurre': [50.0, 'g'], 'rhum': [10.0, 'g'], 'moule': [1.0, 'unite']}","{'marron': [1.0, 'unite'], 'lait': [1, 'unite'], 'semoule': [150.0, 'g'], 'chocolat': [200.0, 'g'], 'beurre': [50.0, 'g'], 'rhum': [10.0, 'g'], 'moule': [1.0, 'unite']}",2407.5,240.75,26 min,1h20,48 min,26,80,48
349,https://www.marmiton.org/recettes/recette_verrine-de-noel-aux-marrons-glaces_342959.aspx,5.0,3.0,416.0,Verrine de Noel aux marrons glacés,30 min,très facile,bon marché,4.0,"['1 oeuf', '4 cuillères à soupe de mascarpone', '1 cuillère à soupe de sucre en poudre', '1 orange', ""4 tranches de pain d'épices"", 'Marrons glacés']","{'oeuf': [1.0, 'unite'], 'mascarpone': [4.0, 'unite'], 'sucre': [10.0, 'g'], 'orange': [1.0, 'unite'], 'marron': [1, 'unite']}","{'oeuf': [1.0, 'unite'], 'mascarpone': [4.0, 'unite'], 'sucre': [10.0, 'g'], 'orange': [1.0, 'unite'], 'marron': [1, 'unite']}",670.0699999999999,167.51749999999998,18 min,55 min,33 min,18,55,33
350,https://www.marmiton.org/recettes/recette_mesclun-de-noel-au-foie-gras_43130.aspx,4.8,5.0,1600.0,Mesclun de Noel au foie gras,18 min,très facile,assez cher,4.0,"['4 tranches de Foie gras', '80 g de magret séché', '8 coquilles saint-jacques fraîches', '1 truffe fraîche (facultatif)', 'Mesclun', '1 avocat', '1 noix de beurre', 'Vinaigre de vin vieux', ""Huile d'olive"", 'Cerfeuil', 'Ciboulette', 'Poivre', 'Sel']","{'foie gras': [4.0, 'unite'], 'coquilles saint-jacques': [8.0, 'unite'], 'avocat': [1.0, 'unite'], 'beurre': [1.0, 'unite'], 'vinaigre': [1, 'unite'], 'cerfeuil': [1, 'unite'], 'ciboulette': [1, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite']}","{'foie gras': [4.0, 'unite'], 'coquilles saint-jacques': [8.0, 'unite'], 'avocat': [1.0, 'unite'], 'beurre': [1.0, 'unite'], 'vinaigre': [1, 'unite'], 'cerfeuil': [1, 'unite'], 'ciboulette': [1, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite']}",1103.966,275.9915,30 min,1h31,55 min,30,91,55
351,https://www.marmiton.org/recettes/recette_galette-des-rois-a-la-pomme_34508.aspx,4.7,19.0,2500.0,Galette des rois à la pomme,3h25,très facile,bon marché,6.0,"['500 g de pâte feuilletée (prendre cette recette, elle est très bien expliquée et délicieuse)', '1 kg de pomme', '5 cuillères de sucre fin', '1/2 cuillère à café de cannelle en poudre', '1 cuillère à soupe de farine', ""1 jaune d'oeuf étendu d’un peu de lait pour dorer"", '1 fève', 'Beurre (ou margarine ou huile)', 'Farine']","{'pâte feuilletée': [500.0, 'g'], 'pomme': [1000.0, 'g'], 'sucre': [5.0, 'unite'], 'cannelle en poudre': [10.0, 'g'], 'farine': [10.0, 'g'], 'lait': [1.0, 'unite'], 'margarine': [1, 'unite'], 'farine2': [1, 'unite']}","{'pâte feuilletée': [500.0, 'g'], 'pomme': [1000.0, 'g'], 'sucre': [5.0, 'unite'], 'cannelle en poudre': [10.0, 'g'], 'farine': [10.0, 'g'], 'lait': [1.0, 'unite'], 'margarine': [1, 'unite'], 'farine2': [1, 'unite']}",4159.37,693.2283333333334,1h17,3h51,2h18,77,231,138
352,https://www.marmiton.org/recettes/recette_galette-des-rois-pommes-noisette_85438.aspx,4.4,7.0,305.0,Galette des rois pommes-noisette,45 min,très facile,bon marché,6.0,"['80 g de beurre', '80 g de sucre', '80 g de poudre de noisette', ""1 cuillère à soupe d'amandes effilées"", '2 oeufs', '3 pommes', '2 pâtes feuilletées']","{'beurre': [80.0, 'g'], 'sucre': [80.0, 'g'], 'amandes': [10.0, 'g'], 'oeuf': [2.0, 'unite'], 'pomme': [3.0, 'unite'], 'pâtes feuilletées': [2.0, 'unite']}","{'beurre': [80.0, 'g'], 'sucre': [80.0, 'g'], 'amandes': [10.0, 'g'], 'oeuf': [2.0, 'unite'], 'pomme': [3.0, 'unite'], 'pâtes feuilletées': [2.0, 'unite']}",1957.74,326.29,36 min,1h48,1h5,36,108,65
353,https://www.marmiton.org/recettes/recette_verrine-ananas-galette-st-michel_221238.aspx,4.4,7.0,1100.0,Verrine ananas galette st michel,1h40,facile,bon marché,8.0,"['25 cl de lait', '25 g de farine', '25 g de sucre', '1 cuillère à café de vanille liquide', '1 oeuf entier + 1 jaune', ""160 g d'ananas en dés (frais ou sirop)"", '6 galettes (bretonnes) st Michel (dont 1 pour le décor)', 'Perles multicolores pour le décor']","{'lait': [250.0, 'g'], 'farine': [25.0, 'g'], 'sucre': [25.0, 'g'], 'café': [10.0, 'g'], 'oeuf': [1.0, 'unite'], 'ananas': [160.0, 'g'], 'galette': [6.0, 'unite']}","{'lait': [250.0, 'g'], 'farine': [25.0, 'g'], 'sucre': [25.0, 'g'], 'café': [10.0, 'g'], 'oeuf': [1.0, 'unite'], 'ananas': [160.0, 'g'], 'galette': [6.0, 'unite']}",1455.45,181.93125,20 min,1h0,36 min,20,60,36
354,https://www.marmiton.org/recettes/recette_alternative-a-la-buche-de-noel_42586.aspx,3.7,11.0,390.0,"Alternative à la ""bûche"" de Noël",1h30,facile,Coût moyen,10.0,"['1 grosse boîte de marrons au naturel"" (surtout pas de ""crème de marrons""!!)', '1/2 lait environ ( prévoir plus, au cas où...)', '150 g de sucre semoule', '200 g de chocolat (très) noir à patisserie.', '50 g de beurre', '1 cuillère à soupe de rhum', '1 moules à cake', '1 légumes']","{'marron': [1.0, 'unite'], 'lait': [1, 'unite'], 'semoule': [150.0, 'g'], 'chocolat': [200.0, 'g'], 'beurre': [50.0, 'g'], 'rhum': [10.0, 'g'], 'moule': [1.0, 'unite']}","{'marron': [1.0, 'unite'], 'lait': [1, 'unite'], 'semoule': [150.0, 'g'], 'chocolat': [200.0, 'g'], 'beurre': [50.0, 'g'], 'rhum': [10.0, 'g'], 'moule': [1.0, 'unite']}",2407.5,240.75,26 min,1h20,48 min,26,80,48
355,https://www.marmiton.org/recettes/recette_buche-de-noel-praline-chocolat-de-mon-arriere-grand-mere_51719.aspx,4.7,144.0,13000.0,Buche de Noël Praliné-Chocolat de mon Arrière-Grand-Mère,4h10,Niveau moyen,Coût moyen,8.0,"['100 g de sucre en poudre', '4 oeufs', '100 g de farine tamisée', '1 sachet de levure', '30 g de beurre', 'Beurre pour la plaque et le marbre', '250 g de sucre poudre', '100 g de noisettes grillées', ""4 jaunes d'oeuf"", '1 cuillère à café de farine de maïs', '25 cl de lait', '200 g de beurre de qualité pour la crème au beurre( type fermier)', '60 g de chocolat']","{'sucre': [100.0, 'g'], 'oeuf': [4.0, 'unite'], 'farine': [100.0, 'g'], 'beurre': [30.0, 'g'], 'beurre2': [200.0, 'g'], 'sucre2': [250.0, 'g'], 'noisettes': [100.0, 'g'], 'oeuf2': [4.0, 'unite'], 'farine de maïs': [10.0, 'g'], 'lait': [250.0, 'g'], 'chocolat': [60.0, 'g']}","{'sucre': [100.0, 'g'], 'oeuf': [4.0, 'unite'], 'farine': [100.0, 'g'], 'beurre': [30.0, 'g'], 'beurre2': [200.0, 'g'], 'sucre2': [250.0, 'g'], 'noisettes': [100.0, 'g'], 'oeuf2': [4.0, 'unite'], 'farine de maïs': [10.0, 'g'], 'lait': [250.0, 'g'], 'chocolat': [60.0, 'g']}",5358.299999999999,669.7874999999999,1h14,3h43,2h13,74,223,133
356,https://www.marmiton.org/recettes/recette_cougnol_219092.aspx,0.0,0.0,185.0,Cougnol (spécialité belge de Noël),1h15,Niveau moyen,bon marché,8.0,"['1 kg de farine', '500 g de lait entier', '2 oeufs', '70 g de levure fraiche', '80 g de sucre en poudre', '15 g de sel', '200 g de beurre', 'g de sucre perlé ou 200g de raisins secs.']","{'farine': [1000.0, 'g'], 'lait entier': [500.0, 'g'], 'oeuf': [2.0, 'unite'], 'sucre': [80.0, 'g'], 'sel': [15.0, 'g'], 'beurre': [200.0, 'g'], 'raisins secs': [1, 'unite']}","{'farine': [1000.0, 'g'], 'lait entier': [500.0, 'g'], 'oeuf': [2.0, 'unite'], 'sucre': [80.0, 'g'], 'sel': [15.0, 'g'], 'beurre': [200.0, 'g'], 'raisins secs': [1, 'unite']}",6338.95,792.36875,1h28,4h24,2h38,88,264,158
357,https://www.marmiton.org/recettes/recette_galette-des-rois-au-monsieur-cuisine_383715.aspx,1.2,5.0,0.0,Galette des rois au Monsieur Cuisine,50 min,très facile,bon marché,4.0,"['2 pâtes feuilletées', ""190 g de poudre d'amandes"", '3 oeufs', '150 g de sucre en poudre', '15 cl de lait', '75 g de beurre', '150 g de farine', '1/2 cuillère à café de vanille en poudre', ""1/2 cuillère à soupe de liqueur d'amande"", '1/2 cuillère à soupe de rhum (ou kirsch)', ""1 jaune d'oeuf pour dorer""]","{'pâtes feuilletées': [2.0, 'unite'], 'amandes': [190.0, 'g'], 'oeuf': [3.0, 'unite'], 'sucre': [150.0, 'g'], 'lait': [150.0, 'g'], 'beurre': [75.0, 'g'], 'farine': [150.0, 'g'], 'café': [10.0, 'g'], 'liqueur': [10.0, 'g'], 'kirsch': [10.0, 'g'], 'oeuf2': [1.0, 'unite']}","{'pâtes feuilletées': [2.0, 'unite'], 'amandes': [190.0, 'g'], 'oeuf': [3.0, 'unite'], 'sucre': [150.0, 'g'], 'lait': [150.0, 'g'], 'beurre': [75.0, 'g'], 'farine': [150.0, 'g'], 'café': [10.0, 'g'], 'liqueur': [10.0, 'g'], 'kirsch': [10.0, 'g'], 'oeuf2': [1.0, 'unite']}",3753.8199999999997,938.4549999999999,1h44,5h12,3h7,104,312,187
358,https://www.marmiton.org/recettes/recette_veritable-galette-de-ble-noir_166060.aspx,2.9,9.0,1000.0,Véritable galette de blé noir,12 min,facile,bon marché,12.0,"['250 g de farine de sarrasin (blé noir)', '25 cl de lait', ""25 cl d'eau"", '1 oeuf', '1 pincée de sel de Guérande']","{'sarrasin': [250.0, 'g'], 'lait': [250.0, 'g'], 'eau': [250.0, 'g'], 'oeuf': [1.0, 'unite'], 'sel': [1, 'g']}","{'sarrasin': [250.0, 'g'], 'lait': [250.0, 'g'], 'eau': [250.0, 'g'], 'oeuf': [1.0, 'unite'], 'sel': [1, 'g']}",1106.6,92.21666666666665,10 min,30 min,18 min,10,30,18
359,https://www.marmiton.org/recettes/recette_cyrniki-galettes-de-fromage-blanc-russie_48558.aspx,5.0,1.0,154.0,Cyrniki (galettes de fromage blanc) Russie,35 min,difficile,bon marché,8.0,"['1 kg de fromage blanc', '50 g de farine', '1 cuillère à soupe de sucre', '1/4 cuillère à café de sel', ""2 jaunes d'oeuf"", '3 grosses cuillères à soupe de beurre clarifié', '50 cl de crème fraîche acidulée)', '125 g de beurre clarifié', '200 g de sucre en poudre', 'Fruits pour la décoration des assiettes']","{'fromage blanc': [1000.0, 'g'], 'farine': [50.0, 'g'], 'sucre': [10.0, 'g'], 'café': [10.0, 'g'], 'oeuf': [2.0, 'unite'], 'beurre clarifié': [3.0, 'unite'], 'crème fraîche': [500.0, 'g'], 'beurre clarifié2': [125.0, 'g'], 'sucre2': [200.0, 'g']}","{'fromage blanc': [1000.0, 'g'], 'farine': [50.0, 'g'], 'sucre': [10.0, 'g'], 'café': [10.0, 'g'], 'oeuf': [2.0, 'unite'], 'beurre clarifié': [3.0, 'unite'], 'crème fraîche': [500.0, 'g'], 'beurre clarifié2': [125.0, 'g'], 'sucre2': [200.0, 'g']}",4379.6,547.45,1h0,3h2,1h49,60,182,109
360,https://www.marmiton.org/recettes/recette_galettes-dietetiques-et-gourmandes-aux-pommes_45050.aspx,2.0,2.0,185.0,Galettes diététiques et gourmandes aux pommes,15 min,très facile,bon marché,4.0,"['4 grosses cuillères à soupe de farine intégrale', '3 grosses cuillères à soupe de graines de lin', ""7 grosses cuillères à soupe d'avoine"", '5 grosses cuillères à soupe de compote de pomme maison et non sucrée, ou l’équivalent en pomme râpée (1 pomme ½ environ)', '10 cl de lait', 'Jus de pomme', 'Cidre', 'Cannelle']","{'farine': [4.0, 'unite'], 'graines de lin': [3.0, 'unite'], 'pomme': [5.0, 'unite'], 'lait': [100.0, 'g'], 'jus de pomme': [1, 'unite'], 'cidre': [1, 'unite'], 'cannelle': [1, 'unite']}","{'farine': [4.0, 'unite'], 'graines de lin': [3.0, 'unite'], 'pomme': [5.0, 'unite'], 'lait': [100.0, 'g'], 'jus de pomme': [1, 'unite'], 'cidre': [1, 'unite'], 'cannelle': [1, 'unite']}",5525.773,1381.44325,2h33,7h40,4h36,153,460,276
361,https://www.marmiton.org/recettes/recette_buche-de-noel-de-mon-enfance_65553.aspx,4.6,16.0,1300.0,Bûche de Noël de mon enfance,50 min,Niveau moyen,Coût moyen,12.0,"['125 g de sucre semoule', '75 g de maïzena', '5 oeufs', '25 g de farine', ""30 g d'amandes en poudre"", '1 sachet de sucre vanillé', '100 g de sucre semoule', '1 sachet de sucre vanillé', ""1/2 verre d'eau"", '1 petit verre de rhum (à doser selon le goût)', 'Mousse au chocolat', '100 g de chocolat dessert 70%', '3 oeufs', '2 cuillères à soupe de sucre glace', '1 cuillère à soupe de beurre', 'Rhum (selon les goûts)', 'Crème au beurre', '600 g de beurre', '350 g de sucre semoule', ""5 jaunes d'oeuf"", '150 g de cacao amer en poudre non sucré', '2 sachets de sucre vanillé']","{'semoule': [125.0, 'g'], 'maïzena': [75.0, 'g'], 'oeuf': [5.0, 'unite'], 'farine': [25.0, 'g'], 'amandes': [30.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'semoule2': [350.0, 'g'], 'sucre vanillé2': [2.0, 'unite'], 'eau': [150.0, 'g'], 'rhum': [1.0, 'unite'], 'mousse au chocolat': [1, 'unite'], 'chocolat': [100.0, 'g'], 'oeuf2': [5.0, 'unite'], 'sucre glace': [2.0, 'unite'], 'beurre': [10.0, 'g'], 'rhum2': [1, 'unite'], 'beurre2': [600.0, 'g']}","{'semoule': [125.0, 'g'], 'maïzena': [75.0, 'g'], 'oeuf': [5.0, 'unite'], 'farine': [25.0, 'g'], 'amandes': [30.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'semoule2': [350.0, 'g'], 'sucre vanillé2': [2.0, 'unite'], 'eau': [150.0, 'g'], 'rhum': [1.0, 'unite'], 'mousse au chocolat': [1, 'unite'], 'chocolat': [100.0, 'g'], 'oeuf2': [5.0, 'unite'], 'sucre glace': [2.0, 'unite'], 'beurre': [10.0, 'g'], 'rhum2': [1, 'unite'], 'beurre2': [600.0, 'g']}",9718.456000000002,809.8713333333335,1h29,4h29,2h41,89,269,161
362,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-vanille_334429.aspx,3.8,4.0,762.0,bûche de Noël à la vanille,2h10,Niveau moyen,bon marché,6.0,"['3 oeufs', '90 g de sucre', '1 sachet de levure chimique', '80 g de farine', '50 g de maïzena', '1 sachet de sucre vanillé', '125 g de beurre', '100 g de sucre', ""20 g d'eau"", '1 oeuf entier', ""1 jaune d'oeuf"", ""4 g d'extrait de vanille""]","{'oeuf': [3.0, 'unite'], 'sucre': [90.0, 'g'], 'levure chimique': [7.0, 'g'], 'farine': [80.0, 'g'], 'maïzena': [50.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'beurre': [125.0, 'g'], 'sucre2': [100.0, 'g'], 'eau': [20.0, 'g'], 'oeuf2': [1.0, 'unite'], 'extrait de vanille': [4.0, 'g']}","{'oeuf': [3.0, 'unite'], 'sucre': [90.0, 'g'], 'levure chimique': [7.0, 'g'], 'farine': [80.0, 'g'], 'maïzena': [50.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'beurre': [125.0, 'g'], 'sucre2': [100.0, 'g'], 'eau': [20.0, 'g'], 'oeuf2': [1.0, 'unite'], 'extrait de vanille': [4.0, 'g']}",2585.42,430.90333333333336,47 min,2h23,1h26,47,143,86
363,https://www.marmiton.org/recettes/recette_galette-des-rois-a-la-goyave_70809.aspx,1.0,1.0,55.0,Galette des rois à la goyave,1h20,très facile,bon marché,8.0,"['2 pâtes feuilletées', 'Confiture à la goyave ou pâte de fruit à la goyave', ""1 jaune d'oeuf"", '1 fève', '1 gousse de vanille (pour un peu plus de goût et un côté plus exotique)']","{'pâtes feuilletées': [2.0, 'unite'], 'goyave': [1, 'unite'], 'oeuf': [1.0, 'unite'], 'gousse de vanille': [4.0, 'g']}","{'pâtes feuilletées': [2.0, 'unite'], 'goyave': [1, 'unite'], 'oeuf': [1.0, 'unite'], 'gousse de vanille': [4.0, 'g']}",668.52,83.565,9 min,27 min,16 min,9,27,16
364,https://www.marmiton.org/recettes/recette_sabayon-de-noel-aux-marrons-glaces_19178.aspx,3.4,9.0,715.0,Sabayon de Noël aux marrons glacés,25 min,Niveau moyen,Coût moyen,6.0,"['250 g de sucre cristallisé', '1 sachet de sucre vanillé', ""8 jaunes d'oeuf"", '5 cl de vin blanc sec', '20 cl de vin blanc moelleux', '10 cl de marsala (aux amandes)', '12 marrons glacés']","{'sucre cristallisé': [250.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'oeuf': [8.0, 'unite'], 'vin blanc': [50.0, 'g'], 'vin blanc moelleux': [200.0, 'g'], 'amandes': [100.0, 'g'], 'marron': [12.0, 'unite']}","{'sucre cristallisé': [250.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'oeuf': [8.0, 'unite'], 'vin blanc': [50.0, 'g'], 'vin blanc moelleux': [200.0, 'g'], 'amandes': [100.0, 'g'], 'marron': [12.0, 'unite']}",5019.29,836.5483333333333,1h32,4h38,2h47,92,278,167
